#timestamp [ns],p_RS_R_x [m],p_RS_R_y [m],p_RS_R_z [m],q_RS_w [],q_RS_x [],q_RS_y [],q_RS_z []
1413393212064955136,-0.98248653560578914,0.46277992113897914,1.4401002233560267,0.0062440037512865726,0.01711670536074715,0.017388160967639527,0.99968279102568869
1413393212074857728,-0.98249315346026478,0.46268774820438091,1.44009255557434,0.0063720120972954077,0.016841193369340552,0.016884380020043926,0.99969529826796077
1413393212085124864,-0.98241918312299015,0.46276544841467554,1.4401009592568146,0.0063644300849464959,0.017204284966365654,0.017278035836432414,0.99968243762012987
1413393212094920960,-0.9825242905352386,0.46260549406092938,1.440098528087927,0.0064856031135459812,0.01655928255556775,0.017031351247820611,0.99969678412415219
1413393212104922368,-0.98246863772621695,0.46275456115076846,1.4401182459503956,0.0063101685201760599,0.017046428966899559,0.017391745578502774,0.99968351402754274
1413393212115192576,-0.98247955235777895,0.46258079995714313,1.4400969965496611,0.0063181329815862157,0.016969703644462208,0.017370135562772952,0.99968514480529169
1413393212124854016,-0.98244590739364812,0.4627442330047607,1.4401308863493376,0.0063044829182659573,0.01707536744793469,0.017263744652566047,0.99968527469510238
1413393212134856192,-0.9824871681372811,0.46257064442018464,1.4401083426279382,0.0063295693003993184,0.016900331577470482,0.017342782685602562,0.99968672254549973
1413393212144813312,-0.98242569111634459,0.46275649143192921,1.4401235659446692,0.0063597389615894593,0.017180436238484462,0.017374637358039499,0.99968120333818045
1413393212154952192,-0.98250047288872522,0.46257036701146359,1.4401121099371863,0.0062775286237082249,0.016882093370908024,0.017394648172684678,0.9996864577319946
1413393212164942080,-0.98244823336996245,0.46274744233245935,1.4401090442664692,0.0063312303394717721,0.016901301933199681,0.017236056391382794,0.99968854143449326
1413393212174935296,-0.98248055793101408,0.46257142990212791,1.4400911739436786,0.0063270319240707543,0.017008609386257468,0.017363707614450257,0.99968453900800991
1413393212185081856,-0.98244197241733666,0.46275560627291945,1.440114567996355,0.0063576947749233084,0.01713516306922035,0.01719236052481115,0.99968514475474979
1413393212194977536,-0.98255566260301475,0.46261481966304485,1.4401088594633544,0.0064832603275403033,0.016637951212541708,0.017184647217757445,0.99969286974299043
1413393212204987136,-0.98242444767119586,0.46275722874250291,1.4401097942533967,0.0063455558897304847,0.017308374829180209,0.017241700334127079,0.99968138816865604
1413393212214900992,-0.98250943456077389,0.46269287343860621,1.440091498725631,0.0064818564156492262,0.016514403978103005,0.017106266524288281,0.9996962716966864
1413393212224844544,-0.98243057003688883,0.46277550295116743,1.4400964524238309,0.0064573466476859067,0.017048920877826099,0.017442947416674778,0.99968163960162448
1413393212234960896,-0.98251632217461837,0.46271862826921017,1.4400848931962276,0.0065672086960921619,0.016769881043265614,0.016830918039880158,0.99969613536197666
1413393212244860928,-0.98245521578033967,0.46272056567534953,1.4401193650907755,0.0064227044636057176,0.01714987183763933,0.017305288848928443,0.99968252847650629
