#timestamp [ns],p_RS_R_x [m],p_RS_R_y [m],p_RS_R_z [m],q_RS_w [],q_RS_x [],q_RS_y [],q_RS_z []
1413394881394290944,-0.9643545591377658,0.41556607906825432,1.4409856469305851,-0.030698011097619465,0.015694893898052027,0.01784734402173533,0.99924610318557117
1413394881404401408,-0.96438135460809571,0.41573947420021029,1.4412183096422764,-0.028257850333814932,0.017784367527672682,0.021671505085364952,0.99920746396005633
1413394881414412544,-0.96443252683573788,0.41546470924589096,1.4410099659424234,-0.029829701615677814,0.015940475652185711,0.019148862905823658,0.99924442014299764
1413394881424689408,-0.96430709860924602,0.41579546861280325,1.4412361834403815,-0.028622704618324064,0.018098972046857183,0.021835676733197629,0.99918785581730463
1413394881434434816,-0.96440059963000568,0.41544943131380652,1.4410454853347345,-0.029405496716599436,0.016516424637324677,0.01926838820852915,0.99924534209366977
1413394881444431616,-0.96419095137977506,0.41584315637729741,1.4411706183213686,-0.029695792949171199,0.018346854356730107,0.021703631060963263,0.99915489550674896
1413394881454369792,-0.96439715700351447,0.41547083863141954,1.441072900812373,-0.02939218433373373,0.016678710252079613,0.020245787101670642,0.99922371280362077
1413394881464285184,-0.96418549762735128,0.41582454520787293,1.4411725103989479,-0.03001237458715145,0.0181221128403894,0.021561697077738008,0.99915261077423423
1413394881474470144,-0.96443142322940711,0.41541263378600302,1.4410630459043514,-0.029413981744331512,0.016351557474160675,0.019639457996119811,0.99924057960820023
1413394881484617472,-0.96413356448695209,0.41583694403917337,1.4412265758030121,-0.029376635647608885,0.018592243070316605,0.02153205751926681,0.99916350627643957
1413394881494418944,-0.96440998572021608,0.41544848221623865,1.4410484770037462,-0.029385235522852392,0.016302434715927763,0.019231920938758171,0.99925015475235468
1413394881504501760,-0.96433054759592707,0.41576026045339426,1.4412224213253866,-0.029208289841173598,0.017850131747420964,0.021751711252254034,0.99917721734372644
1413394881514444032,-0.96439643538725695,0.41551943816786568,1.4409575082522754,-0.030507550823076955,0.015846367541105345,0.018382415937893571,0.99923984546394851
1413394881524212224,-0.96430275478045835,0.41567019930452842,1.4411924027515384,-0.028542168539214426,0.017922524516764193,0.021196543782206492,0.99920710278786251
1413394881534205440,-0.96435361442686418,0.41552462206087426,1.4409971912619899,-0.030222731643850614,0.016124481055612479,0.018373735696272941,0.99924421111119499
1413394881544250368,-0.96430685339132571,0.41562352805346126,1.4411289231911342,-0.029332507606468793,0.017294196213198439,0.020835791870227868,0.9992028745715239
1413394881554236928,-0.96436476037957863,0.41552083859833389,1.441032253025422,-0.030117252421125788,0.016427276068961782,0.019619950366035217,0.99921877146858618
1413394881564232192,-0.96428846853602301,0.41553988682043608,1.4411471846805353,-0.02992506877875421,0.018020155806376628,0.020506076884399319,0.99917929574932229
1413394881574216704,-0.96428744830191804,0.41552428634758704,1.441068082703665,-0.029752175569260766,0.016885909259121239,0.020002362721128552,0.99921448128165202
1413394881584503552,-0.96424501281584829,0.41553831740365316,1.4411532987763873,-0.029522469429942123,0.017856079823877984,0.02036369450651148,0.99919712977876729
1413394881594536192,-0.96419790544574413,0.41550614171360017,1.4411162563891249,-0.029931862141913224,0.017714731474484342,0.020284735080544902,0.99918907191793116
1413394881604384512,-0.9641896305660651,0.41557323442312877,1.4411505493128045,-0.029987468099358559,0.017672743133062069,0.020329877410628774,0.9991872306988373
1413394881614452992,-0.96424332386671352,0.41554730427282544,1.4411056719631115,-0.029838887777069962,0.01708103223642609,0.019802091775969543,0.99921256811314263
1413394881624466688,-0.96424296242789997,0.41558953671474197,1.4411415764245687,-0.029727745142408949,0.017391549697264953,0.020397361839845168,0.99919855023806459
1413394881634266112,-0.96433188933354463,0.41554669653085202,1.4410368337829036,-0.029494177547138234,0.016650159006068546,0.019423821965384797,0.9992374997147313
1413394881644561664,-0.96418722806278245,0.41554019144185539,1.4411193543397325,-0.029830190442058042,0.017645329780956124,0.020291808004655104,0.99919319683583419
1413394881654227200,-0.96418524477046286,0.41550548787621272,1.4411047826390528,-0.030085035711515027,0.017247634344081733,0.020034398668159186,0.99919769445579432
